row,space_group,split,split_id
7470,15,train,0
7471,15,train,0
7472,14,train,0
7473,14,train,0
7474,14,train,0
7475,14,train,0
7476,14,train,0
7477,14,train,0
7478,19,train,0
7479,19,train,0
7480,14,train,0
7481,14,train,0
7482,19,train,0
7483,14,train,0
7484,43,train,0
7485,43,train,0
7486,14,train,0
7487,19,train,0
7488,19,val,1
7489,19,train,0
7490,19,test,2
7491,14,train,0
7492,2,train,0
7493,14,train,0
7494,19,val,1
7495,76,train,0
7496,4,train,0
7497,2,train,0
7498,2,train,0
7499,2,train,0
7500,19,train,0
7501,14,train,0
7502,2,test,2
7503,14,train,0
7504,2,train,0
7505,14,train,0
7506,14,test,2
7507,14,train,0
7508,19,train,0
7509,54,train,0
7510,14,train,0
7511,2,test,2
7512,4,train,0
7513,14,train,0
7514,14,train,0
7515,14,train,0
7516,14,val,1
7517,4,val,1
7518,18,train,0
7519,2,train,0
7520,14,train,0
7521,14,train,0
7522,14,test,2
7523,14,train,0
7524,15,val,1
7525,19,test,2
7526,14,train,0
7527,19,train,0
7528,14,train,0
7529,14,train,0
7530,2,train,0
7531,14,train,0
7532,60,val,1
7533,2,train,0
7534,19,train,0
7535,2,test,2
7536,14,train,0
7537,14,train,0
7538,2,train,0
7539,61,train,0
7540,14,test,2
7541,15,train,0
7542,198,train,0
7543,4,train,0
7544,2,val,1
7545,14,train,0
7546,14,train,0
7547,14,train,0
7548,61,train,0
7549,14,train,0
7550,14,train,0
7551,4,train,0
7552,19,train,0
7553,4,val,1
7554,2,train,0
7555,5,train,0
7556,2,train,0
7557,14,train,0
7558,19,train,0
7559,5,train,0
7560,2,train,0
7561,7,train,0
7562,15,train,0
7563,197,train,0
7564,18,train,0
7565,4,train,0
7566,14,train,0
7567,5,train,0
7568,2,train,0
7569,2,train,0
7570,15,train,0
7571,14,train,0
7572,4,train,0
7573,4,train,0
7574,19,train,0
7575,80,train,0
7576,1,val,1
7577,4,train,0
7578,19,test,2
7579,14,train,0
7580,14,val,1
7581,1,train,0
7582,14,train,0
7583,14,val,1
7584,14,train,0
7585,15,train,0
7586,2,train,0
7587,2,train,0
7588,15,train,0
7589,14,train,0
7590,14,train,0
7591,14,train,0
7592,14,train,0
7593,14,train,0
7594,14,train,0
7595,80,train,0
7596,4,train,0
7597,18,train,0
7598,2,train,0
7599,2,train,0
7600,114,train,0
7601,4,val,1
7602,19,test,2
7603,4,train,0
7604,2,test,2
7605,2,train,0
7606,2,train,0
7607,2,train,0
7608,62,train,0
7609,60,train,0
7610,14,train,0
7611,14,train,0
7612,12,train,0
7613,1,train,0
7614,5,train,0
7615,4,train,0
7616,2,train,0
7617,2,train,0
7618,4,train,0
7619,33,train,0
7620,4,train,0
7621,4,test,2
7622,2,test,2
7623,36,train,0
7624,36,val,1
7625,15,train,0
7626,2,test,2
7627,36,train,0
7628,2,train,0
7629,2,train,0
7630,2,train,0
7631,14,train,0
7632,2,train,0
7633,4,train,0
7634,14,train,0
7635,4,val,1
7636,14,train,0
7637,2,test,2
7638,2,val,1
7639,1,train,0
7640,2,train,0
7641,2,train,0
7642,2,train,0
7643,2,train,0
7644,14,train,0
7645,2,train,0
7646,14,val,1
7647,14,train,0
7648,2,train,0
7649,14,train,0
7650,14,train,0
7651,4,train,0
7652,14,train,0
7653,14,val,1
7654,4,test,2
7655,18,train,0
7656,2,train,0
7657,4,train,0
7658,2,train,0
7659,2,train,0
7660,14,train,0
7661,13,train,0
7662,2,train,0
7663,2,train,0
7664,14,train,0
7665,2,train,0
7666,14,train,0
7667,2,train,0
7668,15,train,0
7669,19,test,2
7670,19,train,0
7671,19,val,1
7672,4,train,0
7673,2,train,0
7674,19,val,1
7675,2,test,2
7676,2,train,0
7677,2,train,0
7678,2,train,0
7679,2,train,0
7680,2,train,0
7681,2,train,0
7682,2,test,2
7683,14,train,0
7684,4,train,0
7685,18,val,1
7686,2,train,0
7687,14,test,2
7688,33,train,0
7689,14,test,2
7690,33,train,0
7691,19,train,0
7692,19,train,0
7693,4,train,0
7694,4,train,0
7695,19,val,1
7696,4,val,1
7697,5,test,2
7698,19,train,0
7699,14,train,0
7700,61,val,1
7701,2,train,0
7702,14,train,0
7703,19,train,0
7704,19,test,2
7705,14,test,2
7706,5,train,0
7707,169,val,1
7708,2,test,2
7709,2,train,0
7710,14,test,2
7711,14,train,0
7712,14,train,0
7713,2,train,0
7714,19,train,0
7715,4,train,0
7716,2,train,0
7717,19,train,0
7718,4,train,0
7719,13,test,2
7720,2,train,0
7721,4,train,0
7722,19,train,0
7723,5,train,0
7724,19,train,0
7725,4,train,0
7726,1,train,0
7727,14,test,2
7728,2,val,1
7729,14,train,0
7730,19,test,2
7731,19,train,0
7732,19,test,2
7733,19,train,0
7734,60,train,0
7735,2,train,0
7736,2,train,0
7737,4,val,1
7738,14,train,0
7739,14,train,0
7740,19,train,0
7741,4,train,0
7742,2,train,0
7743,62,train,0
7744,14,train,0
7745,14,train,0
7746,19,train,0
7747,19,train,0
7748,2,val,1
7749,14,train,0
7750,19,train,0
7751,14,train,0
7752,56,train,0
7753,14,train,0
7754,19,train,0
7755,13,train,0
7756,19,train,0
7757,4,val,1
7758,4,val,1
7759,2,test,2
7760,18,train,0
7761,2,train,0
7762,14,train,0
7763,19,train,0
7764,14,train,0
7765,14,train,0
7766,19,val,1
7767,2,train,0
7768,2,train,0
7769,4,test,2
7770,4,train,0
7771,14,train,0
7772,14,train,0
7773,14,train,0
7774,14,train,0
7775,19,test,2
7776,14,train,0
7777,14,train,0
7778,19,train,0
7779,61,train,0
7780,14,train,0
7781,15,val,1
7782,4,train,0
7783,9,train,0
7784,14,train,0
7785,15,train,0
7786,14,train,0
7787,14,val,1
7788,61,train,0
7789,14,train,0
7790,2,train,0
7791,15,test,2
7792,14,train,0
7793,19,train,0
7794,4,train,0
7795,19,train,0
7796,14,train,0
7797,4,train,0
7798,4,train,0
7799,14,train,0
7800,14,train,0
7801,4,train,0
7802,61,train,0
7803,2,train,0
7804,14,train,0
7805,2,train,0
7806,43,train,0
7807,14,train,0
7808,13,train,0
7809,2,train,0
7810,2,train,0
7811,4,train,0
7812,4,train,0
7813,19,val,1
7814,19,train,0
7815,15,train,0
7816,154,train,0
7817,19,test,2
7818,43,train,0
7819,19,train,0
7820,33,test,2
7821,2,train,0
7822,14,train,0
7823,19,train,0
7824,2,train,0
7825,14,val,1
7826,14,train,0
7827,14,train,0
7828,14,train,0
7829,15,train,0
7830,14,train,0
7831,14,train,0
7832,2,train,0
7833,14,train,0
7834,14,train,0
7835,2,train,0
7836,2,train,0
7837,4,train,0
7838,4,train,0
7839,2,test,2
7840,2,train,0
7841,2,train,0
7842,14,train,0
7843,14,test,2
7844,14,train,0
7845,4,train,0
7846,61,train,0
7847,4,train,0
7848,4,train,0
7849,19,train,0
7850,1,train,0
7851,19,train,0
7852,4,train,0
7853,14,train,0
7854,33,train,0
7855,14,train,0
7856,7,train,0
7857,2,test,2
7858,7,train,0
7859,2,train,0
7860,2,test,2
7861,2,val,1
7862,14,train,0
7863,9,val,1
7864,14,train,0
7865,15,train,0
7866,15,train,0
7867,15,train,0
7868,15,train,0
7869,2,train,0
7870,14,train,0
7871,2,val,1
7872,2,train,0
7873,2,train,0
7874,15,train,0
7875,15,val,1
7876,2,train,0
7877,14,val,1
7878,14,train,0
7879,14,train,0
7880,61,train,0
7881,2,train,0
7882,14,train,0
7883,19,train,0
7884,2,train,0
7885,2,train,0
7886,2,train,0
7887,14,train,0
7888,2,train,0
7889,2,train,0
7890,2,train,0
7891,14,train,0
7892,14,train,0
7893,2,train,0
7894,14,train,0
7895,15,train,0
7896,205,train,0
7897,15,train,0
7898,223,train,0
7899,223,test,2
7900,4,train,0
7901,14,train,0
7902,4,train,0
7903,14,train,0
7904,14,train,0
7905,14,train,0
7906,29,train,0
7907,14,test,2
7908,14,train,0
7909,14,val,1
7910,14,test,2
7911,2,train,0
7912,2,train,0
7913,2,train,0
7914,2,train,0
7915,2,val,1
7916,2,train,0
7917,14,test,2
7918,2,train,0
7919,14,train,0
7920,15,train,0
7921,62,train,0
7922,62,train,0
7923,14,train,0
7924,2,val,1
7925,2,train,0
7926,2,train,0
7927,2,train,0
7928,2,test,2
7929,2,test,2
7930,2,train,0
7931,2,train,0
7932,2,train,0
7933,4,test,2
7934,2,train,0
7935,14,test,2
7936,15,train,0
7937,14,val,1
7938,9,train,0
7939,14,train,0
7940,14,train,0
7941,2,train,0
7942,14,train,0
7943,2,train,0
7944,2,test,2
7945,2,val,1
7946,2,train,0
7947,14,train,0
7948,14,train,0
7949,79,train,0
7950,4,train,0
7951,19,train,0
7952,62,train,0
7953,2,train,0
7954,2,train,0
7955,2,train,0
7956,15,train,0
7957,15,train,0
7958,15,train,0
7959,15,train,0
7960,15,train,0
7961,15,train,0
7962,15,train,0
7963,15,train,0
7964,15,train,0
7965,15,test,2
7966,15,train,0
7967,15,train,0
7968,15,train,0
7969,15,train,0
7970,15,train,0
7971,15,train,0
7972,15,test,2
7973,4,train,0
7974,14,train,0
7975,14,val,1
7976,60,train,0
7977,60,train,0
7978,14,train,0
7979,2,val,1
7980,2,train,0
7981,14,train,0
7982,14,val,1
7983,14,train,0
7984,14,train,0
7985,61,train,0
7986,2,val,1
7987,14,train,0
7988,14,val,1
7989,2,train,0
7990,2,train,0
7991,11,val,1
7992,14,train,0
7993,14,train,0
7994,14,val,1
7995,14,train,0
7996,14,train,0
7997,2,train,0
7998,14,train,0
7999,14,train,0
8000,14,train,0
8001,2,train,0
8002,14,train,0
8003,2,train,0
8004,62,train,0
8005,2,train,0
8006,14,train,0
8007,15,val,1
8008,14,val,1
8009,14,train,0
8010,14,train,0
8011,14,test,2
8012,15,train,0
8013,2,train,0
8014,14,train,0
8015,9,test,2
8016,2,test,2
8017,14,test,2
8018,15,train,0
8019,2,train,0
8020,2,val,1
8021,2,train,0
8022,14,train,0
8023,2,val,1
8024,14,val,1
8025,14,train,0
8026,14,train,0
8027,14,train,0
8028,2,val,1
8029,2,train,0
8030,2,train,0
8031,14,train,0
8032,2,train,0
8033,15,train,0
8034,4,train,0
8035,19,train,0
8036,4,train,0
8037,1,train,0
8038,19,train,0
8039,4,train,0
8040,4,train,0
8041,4,train,0
8042,20,test,2
8043,19,train,0
8044,19,train,0
8045,19,test,2
8046,4,train,0
8047,19,train,0
8048,19,train,0
8049,19,train,0
8050,14,train,0
8051,14,train,0
8052,14,train,0
8053,14,train,0
8054,14,test,2
8055,14,test,2
8056,14,test,2
8057,14,train,0
8058,14,test,2
8059,14,train,0
8060,14,test,2
8061,4,train,0
8062,19,train,0
8063,19,train,0
8064,2,train,0
8065,14,train,0
8066,4,train,0
8067,19,train,0
8068,14,train,0
8069,33,train,0
8070,33,val,1
8071,2,train,0
8072,2,test,2
8073,14,train,0
8074,19,train,0
8075,14,test,2
8076,19,val,1
8077,4,train,0
8078,15,train,0
8079,19,train,0
8080,2,train,0
8081,4,test,2
8082,61,train,0
8083,19,train,0
8084,19,train,0
8085,4,train,0
8086,14,test,2
8087,29,val,1
8088,15,train,0
8089,61,train,0
8090,33,train,0
8091,2,train,0
8092,19,train,0
8093,19,test,2
8094,4,train,0
8095,4,train,0
8096,4,train,0
8097,19,train,0
8098,19,train,0
8099,5,train,0
8100,14,test,2
8101,14,train,0
8102,2,train,0
8103,2,train,0
8104,14,train,0
8105,14,train,0
8106,2,train,0
8107,19,train,0
8108,9,train,0
8109,4,train,0
8110,4,train,0
8111,15,train,0
8112,14,train,0
8113,15,train,0
8114,15,train,0
8115,14,train,0
8116,2,train,0
8117,15,train,0
8118,19,val,1
8119,96,train,0
8120,19,train,0
8121,18,train,0
8122,4,val,1
8123,19,train,0
8124,15,val,1
8125,14,train,0
8126,4,val,1
8127,19,val,1
8128,14,train,0
8129,14,val,1
8130,19,train,0
8131,2,val,1
8132,14,val,1
8133,2,val,1
8134,4,train,0
8135,19,train,0
8136,14,train,0
8137,14,train,0
8138,2,train,0
8139,5,train,0
8140,19,train,0
8141,15,test,2
8142,14,train,0
8143,14,train,0
8144,4,train,0
8145,14,train,0
8146,2,train,0
8147,15,train,0
8148,15,train,0
8149,5,train,0
8150,14,train,0
8151,14,train,0
8152,4,train,0
8153,4,train,0
8154,1,train,0
8155,4,train,0
8156,5,train,0
8157,2,train,0
8158,4,train,0
8159,2,train,0
8160,19,train,0
8161,14,train,0
8162,2,train,0
8163,14,train,0
8164,2,train,0
8165,14,val,1
8166,14,train,0
8167,2,train,0
8168,19,train,0
8169,19,train,0
8170,14,train,0
8171,15,val,1
8172,14,train,0
8173,15,test,2
8174,14,train,0
8175,15,train,0
8176,14,train,0
8177,14,train,0
8178,14,train,0
8179,14,train,0
8180,14,train,0
8181,14,train,0
8182,14,test,2
8183,2,test,2
8184,15,train,0
8185,4,train,0
8186,14,train,0
8187,2,test,2
8188,2,train,0
8189,19,train,0
8190,2,test,2
8191,43,train,0
8192,14,train,0
8193,60,test,2
8194,14,train,0
8195,2,val,1
8196,2,train,0
8197,14,train,0
8198,19,train,0
8199,14,train,0
8200,14,train,0
8201,4,train,0
8202,4,test,2
8203,14,train,0
8204,14,train,0
8205,4,train,0
8206,14,train,0
8207,2,train,0
8208,4,train,0
8209,15,train,0
8210,4,train,0
8211,2,train,0
8212,4,train,0
8213,19,train,0
8214,43,train,0
8215,14,train,0
8216,14,train,0
8217,19,train,0
8218,14,train,0
8219,4,train,0
8220,19,train,0
8221,15,train,0
8222,4,train,0
8223,4,test,2
8224,19,train,0
8225,4,train,0
8226,19,train,0
8227,15,train,0
8228,19,train,0
8229,154,train,0
8230,14,train,0
8231,15,train,0
8232,19,train,0
8233,2,train,0
8234,2,train,0
8235,19,test,2
8236,14,train,0
8237,2,train,0
8238,14,test,2
8239,2,train,0
8240,14,train,0
8241,2,train,0
8242,5,train,0
8243,19,train,0
8244,19,val,1
8245,4,test,2
8246,14,train,0
8247,14,train,0
8248,2,train,0
8249,15,train,0
8250,2,train,0
8251,15,val,1
8252,2,train,0
8253,2,train,0
8254,15,test,2
8255,14,train,0
8256,14,test,2
8257,15,train,0
8258,14,train,0
8259,15,train,0
8260,61,train,0
8261,2,train,0
8262,14,train,0
8263,14,train,0
8264,2,train,0
8265,14,train,0
8266,2,train,0
8267,2,val,1
8268,2,val,1
8269,14,train,0
8270,2,train,0
8271,4,train,0
8272,4,val,1
8273,14,train,0
8274,14,train,0
8275,61,train,0
8276,2,train,0
8277,18,train,0
8278,14,train,0
8279,19,train,0
8280,33,train,0
8281,14,train,0
8282,4,train,0
8283,4,train,0
8284,19,train,0
8285,14,train,0
8286,14,train,0
8287,179,train,0
8288,18,train,0
8289,173,train,0
8290,173,val,1
8291,2,train,0
8292,14,val,1
8293,19,train,0
8294,4,train,0
8295,146,train,0
8296,4,train,0
8297,2,train,0
8298,14,train,0
8299,14,train,0
8300,14,train,0
8301,14,train,0
8302,2,train,0
8303,2,train,0
8304,2,train,0
8305,2,train,0
8306,14,train,0
8307,19,train,0
8308,5,train,0
8309,4,train,0
8310,61,train,0
8311,14,test,2
8312,14,train,0
8313,5,train,0
8314,19,train,0
8315,4,train,0
8316,2,val,1
8317,2,test,2
8318,2,train,0
8319,1,train,0
8320,2,train,0
8321,110,test,2
8322,14,val,1
8323,15,train,0
8324,2,test,2
8325,15,train,0
8326,14,val,1
8327,19,train,0
8328,19,train,0
8329,14,train,0
8330,61,train,0
8331,2,train,0
8332,14,train,0
8333,14,train,0
8334,145,train,0
8335,14,val,1
8336,15,test,2
8337,4,train,0
8338,4,train,0
8339,14,train,0
8340,19,train,0
8341,19,train,0
8342,14,train,0
8343,2,val,1
8344,19,val,1
8345,2,train,0
8346,33,val,1
8347,4,train,0
8348,2,train,0
8349,19,train,0
8350,5,train,0
8351,14,train,0
8352,14,train,0
8353,14,train,0
8354,4,test,2
8355,14,val,1
8356,14,train,0
8357,14,val,1
8358,14,train,0
8359,14,train,0
8360,14,val,1
8361,61,train,0
8362,15,train,0
8363,14,train,0
8364,15,val,1
8365,96,train,0
8366,19,train,0
8367,4,train,0
8368,4,train,0
8369,2,val,1
8370,14,train,0
8371,4,train,0
8372,14,train,0
8373,2,train,0
8374,19,train,0
8375,14,train,0
8376,14,test,2
8377,14,train,0
8378,2,train,0
8379,14,train,0
8380,14,train,0
8381,88,train,0
8382,14,train,0
8383,19,test,2
8384,154,train,0
8385,5,train,0
8386,19,train,0
8387,61,train,0
8388,4,train,0
8389,19,train,0
8390,19,train,0
8391,4,train,0
8392,19,val,1
8393,4,train,0
8394,30,train,0
8395,14,train,0
8396,14,val,1
8397,2,val,1
8398,14,train,0
8399,2,train,0
8400,4,train,0
8401,19,train,0
8402,9,train,0
8403,14,train,0
8404,61,train,0
8405,14,test,2
8406,14,train,0
8407,14,train,0
8408,2,train,0
8409,2,train,0
8410,96,train,0
8411,15,train,0
8412,14,train,0
8413,2,train,0
8414,14,train,0
8415,14,train,0
8416,2,train,0
8417,5,train,0
8418,15,train,0
8419,15,train,0
8420,2,train,0
8421,15,train,0
8422,1,train,0
8423,2,train,0
8424,2,val,1
8425,14,train,0
8426,5,train,0
8427,14,train,0
8428,19,test,2
8429,15,train,0
8430,14,train,0
8431,2,train,0
8432,61,train,0
8433,15,train,0
8434,2,train,0
8435,14,train,0
8436,14,train,0
8437,61,train,0
8438,15,train,0
8439,14,train,0
8440,9,val,1
8441,2,train,0
8442,2,train,0
8443,14,train,0
8444,2,val,1
8445,9,train,0
8446,2,val,1
8447,19,train,0
8448,152,train,0
8449,14,train,0
8450,14,train,0
8451,14,train,0
8452,14,test,2
8453,4,train,0
8454,19,val,1
8455,19,train,0
8456,14,test,2
8457,9,train,0
8458,2,train,0
8459,14,train,0
8460,19,train,0
8461,19,train,0
8462,2,test,2
8463,19,test,2
8464,19,train,0
8465,4,train,0
8466,19,train,0
8467,4,val,1
8468,4,train,0
8469,4,train,0
8470,14,train,0
8471,14,train,0
8472,2,train,0
8473,2,train,0
8474,2,val,1
8475,14,train,0
8476,2,train,0
8477,88,train,0
8478,4,train,0
8479,1,train,0
8480,4,train,0
8481,14,train,0
8482,19,train,0
8483,14,train,0
8484,7,train,0
8485,4,train,0
8486,19,val,1
8487,2,train,0
8488,2,val,1
8489,2,train,0
8490,14,train,0
8491,2,val,1
8492,14,train,0
8493,14,val,1
8494,14,train,0
8495,14,train,0
8496,2,train,0
8497,14,val,1
8498,203,train,0
8499,203,train,0
8500,203,train,0
8501,203,train,0
8502,20,train,0
8503,2,train,0
8504,15,train,0
8505,2,train,0
8506,15,train,0
8507,12,train,0
8508,15,train,0
8509,12,train,0
8510,15,test,2
8511,15,train,0
8512,14,train,0
8513,14,test,2
8514,14,train,0
8515,14,train,0
8516,14,train,0
8517,14,train,0
8518,14,train,0
8519,14,train,0
8520,14,train,0
8521,14,train,0
8522,14,train,0
8523,14,train,0
8524,14,train,0
8525,14,train,0
8526,2,train,0
8527,60,train,0
8528,14,train,0
8529,14,val,1
8530,2,val,1
8531,14,train,0
8532,152,train,0
8533,14,train,0
8534,14,test,2
8535,15,val,1
8536,14,train,0
8537,14,test,2
8538,2,train,0
8539,205,train,0
8540,15,train,0
8541,14,test,2
8542,14,train,0
8543,14,train,0
8544,14,train,0
8545,14,train,0
8546,14,test,2
8547,14,train,0
8548,14,train,0
8549,13,train,0
8550,12,train,0
8551,2,train,0
8552,11,train,0
8553,14,train,0
8554,15,train,0
8555,61,train,0
8556,2,train,0
8557,14,train,0
8558,14,train,0
8559,2,train,0
8560,61,train,0
8561,14,val,1
8562,14,train,0
8563,2,train,0
8564,14,train,0
8565,2,train,0
8566,2,val,1
8567,4,val,1
8568,4,test,2
8569,14,train,0
8570,2,train,0
8571,60,train,0
8572,19,train,0
8573,14,train,0
8574,19,train,0
8575,61,train,0
8576,14,train,0
8577,2,train,0
8578,19,train,0
8579,14,train,0
8580,15,train,0
8581,14,train,0
8582,14,train,0
8583,14,train,0
8584,148,train,0
8585,1,train,0
8586,14,train,0
8587,13,val,1
8588,15,val,1
8589,14,train,0
8590,88,test,2
8591,2,train,0
8592,14,train,0
8593,14,train,0
8594,14,train,0
8595,33,train,0
8596,19,train,0
8597,2,train,0
8598,15,test,2
8599,122,train,0
8600,19,train,0
8601,19,train,0
8602,19,train,0
8603,19,train,0
8604,2,train,0
8605,4,val,1
8606,5,train,0
8607,1,test,2
8608,4,val,1
8609,4,train,0
8610,19,test,2
8611,145,test,2
8612,61,train,0
8613,14,train,0
8614,43,test,2
8615,19,train,0
8616,14,val,1
8617,14,train,0
8618,2,train,0
8619,19,train,0
8620,4,train,0
8621,14,train,0
8622,15,train,0
8623,33,train,0
8624,14,train,0
8625,15,train,0
8626,19,train,0
8627,14,train,0
8628,14,train,0
8629,4,train,0
8630,14,train,0
8631,14,train,0
8632,14,train,0
8633,14,train,0
8634,2,train,0
8635,2,train,0
8636,2,train,0
8637,2,test,2
8638,2,train,0
8639,14,train,0
8640,2,test,2
8641,15,train,0
8642,15,train,0
8643,14,train,0
8644,2,val,1
8645,19,train,0
8646,14,train,0
8647,4,train,0
8648,5,train,0
8649,61,test,2
8650,14,train,0
8651,14,train,0
8652,14,train,0
8653,18,train,0
8654,19,val,1
8655,14,val,1
8656,19,train,0
8657,2,train,0
8658,56,train,0
8659,4,train,0
8660,61,train,0
8661,14,train,0
8662,14,train,0
8663,14,train,0
8664,14,train,0
8665,2,train,0
8666,2,train,0
8667,5,train,0
8668,14,train,0
8669,14,test,2
8670,15,test,2
8671,19,train,0
8672,2,test,2
8673,2,train,0
8674,14,train,0
8675,19,train,0
8676,14,train,0
8677,19,train,0
8678,14,test,2
8679,4,test,2
8680,4,val,1
8681,2,train,0
8682,14,train,0
8683,14,train,0
8684,33,val,1
8685,14,train,0
8686,2,train,0
8687,19,train,0
8688,14,train,0
8689,14,train,0
8690,11,train,0
8691,14,train,0
8692,173,train,0
8693,14,train,0
8694,14,train,0
8695,19,train,0
8696,4,train,0
8697,4,train,0
8698,4,val,1
8699,73,train,0
8700,14,train,0
8701,15,train,0
8702,61,train,0
8703,14,train,0
8704,14,train,0
8705,4,train,0
8706,5,train,0
8707,2,val,1
8708,5,train,0
8709,15,test,2
8710,14,train,0
8711,33,train,0
8712,14,val,1
8713,14,train,0
8714,2,train,0
8715,2,test,2
8716,62,train,0
8717,4,train,0
8718,1,train,0
8719,14,train,0
8720,15,train,0
8721,14,train,0
8722,19,train,0
8723,19,train,0
8724,19,train,0
8725,14,train,0
8726,15,train,0
8727,15,test,2
8728,14,train,0
8729,4,val,1
8730,14,train,0
8731,33,val,1
8732,14,train,0
8733,2,test,2
8734,2,train,0
8735,4,train,0
8736,19,train,0
8737,15,train,0
8738,4,test,2
8739,4,train,0
8740,14,train,0
8741,14,train,0
8742,2,train,0
8743,2,train,0
8744,4,val,1
8745,14,train,0
8746,88,train,0
8747,19,train,0
8748,15,train,0
8749,19,train,0
8750,4,val,1
8751,19,val,1
8752,19,train,0
8753,14,train,0
8754,2,train,0
8755,2,train,0
8756,61,val,1
8757,1,train,0
8758,4,train,0
8759,4,train,0
8760,19,train,0
8761,19,test,2
8762,14,train,0
8763,4,train,0
8764,14,train,0
8765,14,train,0
8766,14,val,1
8767,14,train,0
8768,14,test,2
8769,14,train,0
8770,2,train,0
8771,14,val,1
8772,19,train,0
8773,2,train,0
8774,2,train,0
8775,19,train,0
8776,19,train,0
8777,14,train,0
8778,19,train,0
8779,14,train,0
8780,9,train,0
8781,2,train,0
8782,14,train,0
8783,2,train,0
8784,19,train,0
8785,2,train,0
8786,5,train,0
8787,62,train,0
8788,14,train,0
8789,2,train,0
8790,2,train,0
8791,61,train,0
8792,14,train,0
8793,15,train,0
8794,4,train,0
8795,14,train,0
8796,14,val,1
8797,2,train,0
8798,2,train,0
8799,14,test,2
8800,148,train,0
8801,14,train,0
8802,14,train,0
8803,14,train,0
8804,15,train,0
8805,2,train,0
8806,19,train,0
8807,2,train,0
8808,61,val,1
8809,14,train,0
8810,2,val,1
8811,2,train,0
8812,2,train,0
8813,2,train,0
8814,2,train,0
8815,15,train,0
8816,19,val,1
8817,2,train,0
8818,4,train,0
8819,4,train,0
8820,19,train,0
8821,2,train,0
8822,2,val,1
8823,2,train,0
8824,2,train,0
8825,15,train,0
8826,19,train,0
8827,7,train,0
8828,2,train,0
8829,19,train,0
8830,4,val,1
8831,14,train,0
8832,14,train,0
8833,2,val,1
8834,4,test,2
8835,96,train,0
8836,19,train,0
8837,19,train,0
8838,15,train,0
8839,14,train,0
8840,61,train,0
8841,15,train,0
8842,14,train,0
8843,2,train,0
8844,14,train,0
8845,14,train,0
8846,14,train,0
8847,61,train,0
8848,14,train,0
8849,61,train,0
8850,61,train,0
8851,19,test,2
8852,4,train,0
8853,19,train,0
8854,5,train,0
8855,14,train,0
8856,18,test,2
8857,19,train,0
8858,4,train,0
8859,2,train,0
8860,4,train,0
8861,4,train,0
8862,14,train,0
8863,14,train,0
8864,5,train,0
8865,19,train,0
8866,15,train,0
8867,14,train,0
8868,2,train,0
8869,14,train,0
8870,14,val,1
8871,14,train,0
8872,4,train,0
8873,4,train,0
8874,2,train,0
8875,14,train,0
8876,11,train,0
8877,2,train,0
8878,14,train,0
8879,14,train,0
8880,41,train,0
8881,14,train,0
8882,14,train,0
8883,5,train,0
8884,2,train,0
8885,2,train,0
8886,2,train,0
8887,14,test,2
8888,14,val,1
8889,14,train,0
8890,167,val,1
8891,14,train,0
8892,14,train,0
8893,14,train,0
8894,14,test,2
8895,145,train,0
8896,19,train,0
8897,1,train,0
8898,14,train,0
8899,14,train,0
8900,33,train,0
8901,14,val,1
8902,2,train,0
8903,61,train,0
8904,14,train,0
8905,2,train,0
8906,1,train,0
8907,2,test,2
8908,2,train,0
8909,4,train,0
8910,2,train,0
8911,2,train,0
8912,14,train,0
8913,78,train,0
8914,19,train,0
8915,2,train,0
8916,14,train,0
8917,14,train,0
8918,14,train,0
8919,14,val,1
8920,4,train,0
8921,19,test,2
8922,15,train,0
8923,13,train,0
8924,14,train,0
8925,14,train,0
8926,14,train,0
8927,14,val,1
8928,2,train,0
8929,37,train,0
8930,61,train,0
8931,2,test,2
8932,15,val,1
8933,4,train,0
8934,19,train,0
8935,19,train,0
8936,5,val,1
8937,2,train,0
8938,5,test,2
8939,15,train,0
8940,14,train,0
8941,2,train,0
8942,61,train,0
8943,61,train,0
8944,14,train,0
8945,9,train,0
8946,33,val,1
8947,14,test,2
8948,14,train,0
8949,14,train,0
8950,9,train,0
8951,4,train,0
8952,4,train,0
8953,19,train,0
8954,14,train,0
8955,19,train,0
8956,14,train,0
8957,14,train,0
8958,14,test,2
8959,15,val,1
8960,2,train,0
8961,4,train,0
8962,14,val,1
8963,19,train,0
8964,14,val,1
8965,4,test,2
8966,19,train,0
8967,2,train,0
8968,2,train,0
8969,2,train,0
8970,2,train,0
8971,14,val,1
8972,14,val,1
8973,14,train,0
8974,2,val,1
8975,14,train,0
8976,14,train,0
8977,2,train,0
8978,14,train,0
8979,15,train,0
8980,19,train,0
8981,4,train,0
8982,14,test,2
8983,19,train,0
8984,154,train,0
8985,60,train,0
8986,15,train,0
8987,14,train,0
8988,2,train,0
8989,15,train,0
8990,2,train,0
8991,14,train,0
8992,14,val,1
8993,2,train,0
8994,14,train,0
8995,14,train,0
8996,2,train,0
8997,2,train,0
8998,2,train,0
8999,2,test,2
9000,2,val,1
9001,19,train,0
9002,14,train,0
9003,19,train,0
9004,4,train,0
9005,4,train,0
9006,14,train,0
9007,19,train,0
9008,4,test,2
9009,15,train,0
9010,33,train,0
9011,14,train,0
9012,14,train,0
9013,9,train,0
9014,14,val,1
9015,14,train,0
9016,14,test,2
9017,14,val,1
9018,14,train,0
9019,14,train,0
9020,62,train,0
9021,14,val,1
9022,4,train,0
9023,14,test,2
