row,id,space_group,crystal_system,crystal_system_id
56806,1563064,63,Orthorhombic,2
56807,1563065,14,Monoclinic,1
56808,1563066,14,Monoclinic,1
56809,1563067,14,Monoclinic,1
56810,1563068,14,Monoclinic,1
56811,1563069,14,Monoclinic,1
56812,1563070,14,Monoclinic,1
56813,1563071,19,Orthorhombic,2
56814,1563072,55,Orthorhombic,2
56815,1563073,55,Orthorhombic,2
56816,1563074,55,Orthorhombic,2
56817,1563075,139,Tetragonal,3
56818,1563076,55,Orthorhombic,2
56819,1563077,165,Trigonal,4
56820,1563078,225,Cubic,6
56821,1563079,87,Tetragonal,3
56822,1563080,225,Cubic,6
56823,1563081,14,Monoclinic,1
56824,1563082,87,Tetragonal,3
56825,1563083,14,Monoclinic,1
56826,1563084,14,Monoclinic,1
56827,1563085,2,Triclinic,0
56828,1563086,19,Orthorhombic,2
56829,1563087,15,Monoclinic,1
56830,1563088,45,Orthorhombic,2
56831,1563089,45,Orthorhombic,2
56832,1563090,14,Monoclinic,1
56833,1563091,14,Monoclinic,1
56834,1563095,61,Orthorhombic,2
56835,1563096,14,Monoclinic,1
56836,1563097,14,Monoclinic,1
56837,1563098,14,Monoclinic,1
56838,1563099,14,Monoclinic,1
56839,1563100,14,Monoclinic,1
56840,1563101,14,Monoclinic,1
56841,1563102,14,Monoclinic,1
56842,1563103,14,Monoclinic,1
56843,1563104,14,Monoclinic,1
56844,1563105,2,Triclinic,0
56845,1563106,166,Trigonal,4
56846,1563107,14,Monoclinic,1
56847,1563108,176,Hexagonal,5
56848,1563109,225,Cubic,6
56849,1563111,225,Cubic,6
56850,1563112,85,Tetragonal,3
56851,1563115,2,Triclinic,0
56852,1563116,14,Monoclinic,1
56853,1563117,14,Monoclinic,1
56854,1563118,225,Cubic,6
56855,1563119,14,Monoclinic,1
56856,1563120,14,Monoclinic,1
56857,1563121,12,Monoclinic,1
56858,1563122,64,Orthorhombic,2
56859,1563123,14,Monoclinic,1
56860,1563124,58,Orthorhombic,2
56861,1563125,15,Monoclinic,1
56862,1563126,12,Monoclinic,1
56863,1563127,12,Monoclinic,1
56864,1563128,15,Monoclinic,1
56865,1563129,64,Orthorhombic,2
56866,1563130,122,Tetragonal,3
56867,1563132,144,Trigonal,4
56868,1563133,14,Monoclinic,1
56869,1563135,14,Monoclinic,1
56870,1563137,15,Monoclinic,1
56871,1563139,15,Monoclinic,1
56872,1563140,64,Orthorhombic,2
56873,1563141,14,Monoclinic,1
56874,1563142,15,Monoclinic,1
56875,1563143,2,Triclinic,0
56876,1563144,19,Orthorhombic,2
56877,1563145,14,Monoclinic,1
56878,1563146,14,Monoclinic,1
56879,1563147,14,Monoclinic,1
56880,1563148,14,Monoclinic,1
56881,1563149,14,Monoclinic,1
56882,1563150,14,Monoclinic,1
56883,1563151,14,Monoclinic,1
56884,1563152,14,Monoclinic,1
56885,1563153,14,Monoclinic,1
56886,1563154,14,Monoclinic,1
56887,1563155,14,Monoclinic,1
56888,1563156,14,Monoclinic,1
56889,1563157,14,Monoclinic,1
56890,1563158,14,Monoclinic,1
56891,1563159,14,Monoclinic,1
56892,1563160,14,Monoclinic,1
56893,1563161,2,Triclinic,0
56894,1563162,14,Monoclinic,1
56895,1563163,2,Triclinic,0
56896,1563164,61,Orthorhombic,2
56897,1563165,14,Monoclinic,1
56898,1563166,2,Triclinic,0
56899,1563167,14,Monoclinic,1
56900,1563168,5,Monoclinic,1
56901,1563169,14,Monoclinic,1
56902,1563170,2,Triclinic,0
56903,1563171,2,Triclinic,0
56904,1563172,2,Triclinic,0
56905,1563173,14,Monoclinic,1
56906,1563174,14,Monoclinic,1
56907,1563175,33,Orthorhombic,2
56908,1563176,14,Monoclinic,1
56909,1563178,12,Monoclinic,1
56910,1563179,167,Trigonal,4
56911,1563180,36,Orthorhombic,2
56912,1563181,161,Trigonal,4
56913,1563182,43,Orthorhombic,2
56914,1563183,62,Orthorhombic,2
56915,1563184,57,Orthorhombic,2
56916,1563185,88,Tetragonal,3
56917,1563186,15,Monoclinic,1
56918,1563189,2,Triclinic,0
56919,1563190,2,Triclinic,0
56920,1563191,14,Monoclinic,1
56921,1563192,14,Monoclinic,1
56922,1563193,58,Orthorhombic,2
56923,1563194,58,Orthorhombic,2
56924,1563195,225,Cubic,6
56925,1563197,166,Trigonal,4
56926,1563198,225,Cubic,6
56927,1563200,166,Trigonal,4
56928,1563201,225,Cubic,6
56929,1563203,166,Trigonal,4
56930,1563204,166,Trigonal,4
56931,1563206,14,Monoclinic,1
56932,1563207,14,Monoclinic,1
56933,1563209,65,Orthorhombic,2
56934,1563210,65,Orthorhombic,2
56935,1563211,194,Hexagonal,5
56936,1563212,62,Orthorhombic,2
56937,1563213,15,Monoclinic,1
56938,1563214,33,Orthorhombic,2
56939,1563215,11,Monoclinic,1
56940,1563216,14,Monoclinic,1
56941,1563217,14,Monoclinic,1
56942,1563218,55,Orthorhombic,2
56943,1563219,55,Orthorhombic,2
56944,1563220,55,Orthorhombic,2
56945,1563221,55,Orthorhombic,2
56946,1563222,40,Orthorhombic,2
56947,1563223,14,Monoclinic,1
56948,1563224,191,Hexagonal,5
56949,1563225,2,Triclinic,0
56950,1563226,2,Triclinic,0
56951,1563227,4,Monoclinic,1
56952,1563228,2,Triclinic,0
56953,1563229,2,Triclinic,0
56954,1563230,2,Triclinic,0
56955,1563231,2,Triclinic,0
56956,1563232,15,Monoclinic,1
56957,1563233,14,Monoclinic,1
56958,1563234,14,Monoclinic,1
56959,1563235,2,Triclinic,0
56960,1563236,12,Monoclinic,1
56961,1563237,36,Orthorhombic,2
56962,1563238,15,Monoclinic,1
56963,1563239,15,Monoclinic,1
56964,1563240,2,Triclinic,0
56965,1563241,2,Triclinic,0
56966,1563242,2,Triclinic,0
56967,1563243,63,Orthorhombic,2
56968,1563244,62,Orthorhombic,2
56969,1563245,14,Monoclinic,1
56970,1563246,14,Monoclinic,1
56971,1563247,2,Triclinic,0
56972,1563248,2,Triclinic,0
56973,1563249,2,Triclinic,0
56974,1563250,19,Orthorhombic,2
56975,1563251,14,Monoclinic,1
56976,1563252,14,Monoclinic,1
56977,1563253,58,Orthorhombic,2
56978,1563254,58,Orthorhombic,2
56979,1563255,230,Cubic,6
56980,1563256,194,Hexagonal,5
56981,1563257,166,Trigonal,4
56982,1563258,230,Cubic,6
56983,1563259,230,Cubic,6
56984,1563260,14,Monoclinic,1
56985,1563261,14,Monoclinic,1
56986,1563264,225,Cubic,6
56987,1563265,223,Cubic,6
56988,1563266,223,Cubic,6
56989,1563267,14,Monoclinic,1
56990,1563268,15,Monoclinic,1
56991,1563269,15,Monoclinic,1
56992,1563270,14,Monoclinic,1
56993,1563271,29,Orthorhombic,2
56994,1563272,14,Monoclinic,1
56995,1563273,169,Hexagonal,5
56996,1563274,88,Tetragonal,3
56997,1563275,14,Monoclinic,1
56998,1563276,4,Monoclinic,1
56999,1563277,33,Orthorhombic,2
57000,1563278,14,Monoclinic,1
57001,1563279,14,Monoclinic,1
57002,1563280,4,Monoclinic,1
57003,1563281,19,Orthorhombic,2
57004,1563282,166,Trigonal,4
57005,1563283,166,Trigonal,4
57006,1563284,14,Monoclinic,1
57007,1563285,129,Tetragonal,3
57008,1563286,139,Tetragonal,3
57009,1563287,176,Hexagonal,5
57010,1563288,176,Hexagonal,5
57011,1563289,14,Monoclinic,1
57012,1563290,2,Triclinic,0
57013,1563291,15,Monoclinic,1
57014,1563292,2,Triclinic,0
57015,1563293,14,Monoclinic,1
57016,1563294,14,Monoclinic,1
57017,1563295,2,Triclinic,0
57018,1563296,2,Triclinic,0
57019,1563297,13,Monoclinic,1
57020,1563298,2,Triclinic,0
57021,1563299,2,Triclinic,0
57022,1563300,2,Triclinic,0
57023,1563301,14,Monoclinic,1
57024,1563302,14,Monoclinic,1
57025,1563303,2,Triclinic,0
57026,1563304,60,Orthorhombic,2
57027,1563305,88,Tetragonal,3
57028,1563306,2,Triclinic,0
57029,1563307,88,Tetragonal,3
57030,1563308,173,Hexagonal,5
57031,1563309,173,Hexagonal,5
57032,1563310,173,Hexagonal,5
57033,1563311,173,Hexagonal,5
57034,1563312,173,Hexagonal,5
57035,1563313,173,Hexagonal,5
57036,1563314,9,Monoclinic,1
57037,1563315,14,Monoclinic,1
57038,1563316,62,Orthorhombic,2
57039,1563317,14,Monoclinic,1
57040,1563318,15,Monoclinic,1
57041,1563319,61,Orthorhombic,2
57042,1563320,4,Monoclinic,1
57043,1563321,19,Orthorhombic,2
57044,1563322,14,Monoclinic,1
57045,1563323,152,Trigonal,4
57046,1563324,4,Monoclinic,1
57047,1563325,14,Monoclinic,1
57048,1563326,14,Monoclinic,1
57049,1563327,88,Tetragonal,3
57050,1563328,2,Triclinic,0
57051,1563329,2,Triclinic,0
57052,1563330,2,Triclinic,0
57053,1563331,2,Triclinic,0
57054,1563332,2,Triclinic,0
57055,1563333,2,Triclinic,0
57056,1563334,2,Triclinic,0
57057,1563335,2,Triclinic,0
57058,1563336,2,Triclinic,0
57059,1563337,2,Triclinic,0
57060,1563338,15,Monoclinic,1
57061,1563339,61,Orthorhombic,2
57062,1563340,14,Monoclinic,1
57063,1563341,62,Orthorhombic,2
57064,1563342,2,Triclinic,0
57065,1563343,164,Trigonal,4
57066,1563344,15,Monoclinic,1
57067,1563345,2,Triclinic,0
57068,1563346,61,Orthorhombic,2
57069,1563347,14,Monoclinic,1
57070,1563348,14,Monoclinic,1
57071,1563349,14,Monoclinic,1
57072,1563350,14,Monoclinic,1
57073,1563351,14,Monoclinic,1
57074,1563352,14,Monoclinic,1
57075,1563353,14,Monoclinic,1
57076,1563354,19,Orthorhombic,2
57077,1563355,18,Orthorhombic,2
57078,1563356,14,Monoclinic,1
57079,1563357,14,Monoclinic,1
57080,1563358,14,Monoclinic,1
57081,1563359,14,Monoclinic,1
57082,1563360,14,Monoclinic,1
57083,1563361,14,Monoclinic,1
57084,1563362,14,Monoclinic,1
57085,1563363,14,Monoclinic,1
57086,1563364,14,Monoclinic,1
57087,1563365,14,Monoclinic,1
57088,1563366,14,Monoclinic,1
57089,1563367,14,Monoclinic,1
57090,1563368,14,Monoclinic,1
57091,1563369,14,Monoclinic,1
57092,1563370,14,Monoclinic,1
57093,1563371,14,Monoclinic,1
57094,1563372,14,Monoclinic,1
57095,1563373,14,Monoclinic,1
57096,1563374,9,Monoclinic,1
57097,1563375,221,Cubic,6
57098,1563376,221,Cubic,6
57099,1563377,157,Trigonal,4
57100,1563378,14,Monoclinic,1
57101,1563379,14,Monoclinic,1
57102,1563380,14,Monoclinic,1
57103,1563381,63,Orthorhombic,2
57104,1563382,4,Monoclinic,1
57105,1563383,4,Monoclinic,1
57106,1563384,173,Hexagonal,5
57107,1563385,2,Triclinic,0
57108,1563386,14,Monoclinic,1
57109,1563387,15,Monoclinic,1
57110,1563388,14,Monoclinic,1
57111,1563389,14,Monoclinic,1
57112,1563390,2,Triclinic,0
57113,1563391,2,Triclinic,0
57114,1563392,148,Trigonal,4
57115,1563393,174,Hexagonal,5
57116,1563394,174,Hexagonal,5
57117,1563395,82,Tetragonal,3
57118,1563396,82,Tetragonal,3
57119,1563397,220,Cubic,6
57120,1563398,220,Cubic,6
57121,1563399,82,Tetragonal,3
57122,1563400,20,Orthorhombic,2
57123,1563401,14,Monoclinic,1
57124,1563402,14,Monoclinic,1
57125,1563403,63,Orthorhombic,2
57126,1563404,12,Monoclinic,1
57127,1563405,6,Monoclinic,1
57128,1563406,11,Monoclinic,1
57129,1563407,194,Hexagonal,5
57130,1563408,63,Orthorhombic,2
57131,1563409,63,Orthorhombic,2
57132,1563410,63,Orthorhombic,2
57133,1563411,19,Orthorhombic,2
57134,1563412,61,Orthorhombic,2
57135,1563413,2,Triclinic,0
57136,1563414,2,Triclinic,0
57137,1563415,60,Orthorhombic,2
57138,1563416,2,Triclinic,0
57139,1563417,2,Triclinic,0
57140,1563419,14,Monoclinic,1
57141,1563420,19,Orthorhombic,2
57142,1563421,19,Orthorhombic,2
57143,1563422,2,Triclinic,0
57144,1563423,14,Monoclinic,1
57145,1563424,88,Tetragonal,3
57146,1563425,88,Tetragonal,3
57147,1563426,38,Orthorhombic,2
57148,1563427,38,Orthorhombic,2
57149,1563428,38,Orthorhombic,2
57150,1563429,38,Orthorhombic,2
57151,1563430,38,Orthorhombic,2
57152,1563431,38,Orthorhombic,2
57153,1563432,99,Tetragonal,3
57154,1563433,99,Tetragonal,3
57155,1563434,99,Tetragonal,3
57156,1563435,99,Tetragonal,3
57157,1563436,99,Tetragonal,3
57158,1563437,99,Tetragonal,3
57159,1563438,99,Tetragonal,3
57160,1563439,99,Tetragonal,3
57161,1563440,99,Tetragonal,3
57162,1563441,99,Tetragonal,3
57163,1563442,99,Tetragonal,3
57164,1563443,99,Tetragonal,3
57165,1563444,99,Tetragonal,3
57166,1563445,99,Tetragonal,3
57167,1563446,221,Cubic,6
57168,1563447,221,Cubic,6
57169,1563448,221,Cubic,6
57170,1563449,221,Cubic,6
57171,1563450,221,Cubic,6
57172,1563451,221,Cubic,6
57173,1563452,221,Cubic,6
57174,1563453,38,Orthorhombic,2
57175,1563454,38,Orthorhombic,2
57176,1563455,38,Orthorhombic,2
57177,1563456,38,Orthorhombic,2
57178,1563457,38,Orthorhombic,2
57179,1563458,38,Orthorhombic,2
57180,1563459,38,Orthorhombic,2
57181,1563460,38,Orthorhombic,2
57182,1563461,38,Orthorhombic,2
57183,1563462,38,Orthorhombic,2
57184,1563463,99,Tetragonal,3
57185,1563464,99,Tetragonal,3
57186,1563465,99,Tetragonal,3
57187,1563466,99,Tetragonal,3
57188,1563467,99,Tetragonal,3
57189,1563468,99,Tetragonal,3
57190,1563469,99,Tetragonal,3
57191,1563470,99,Tetragonal,3
57192,1563471,99,Tetragonal,3
57193,1563472,99,Tetragonal,3
57194,1563473,99,Tetragonal,3
57195,1563474,221,Cubic,6
57196,1563475,221,Cubic,6
57197,1563476,221,Cubic,6
57198,1563477,221,Cubic,6
57199,1563478,221,Cubic,6
57200,1563479,221,Cubic,6
57201,1563480,221,Cubic,6
57202,1563482,122,Tetragonal,3
57203,1563483,122,Tetragonal,3
57204,1563484,122,Tetragonal,3
57205,1563486,121,Tetragonal,3
57206,1563487,121,Tetragonal,3
57207,1563488,121,Tetragonal,3
57208,1563489,121,Tetragonal,3
57209,1563490,121,Tetragonal,3
57210,1563491,2,Triclinic,0
57211,1563492,36,Orthorhombic,2
57212,1563493,14,Monoclinic,1
57213,1563494,14,Monoclinic,1
57214,1563495,1,Triclinic,0
57215,1563496,11,Monoclinic,1
57216,1563497,61,Orthorhombic,2
57217,1563498,14,Monoclinic,1
57218,1563499,2,Triclinic,0
57219,1563500,2,Triclinic,0
57220,1563501,62,Orthorhombic,2
57221,1563502,66,Orthorhombic,2
57222,1563503,66,Orthorhombic,2
57223,1563504,15,Monoclinic,1
57224,1563505,2,Triclinic,0
57225,1563506,7,Monoclinic,1
57226,1563507,2,Triclinic,0
57227,1563508,139,Tetragonal,3
57228,1563509,139,Tetragonal,3
57229,1563510,139,Tetragonal,3
57230,1563511,139,Tetragonal,3
57231,1563512,60,Orthorhombic,2
57232,1563513,1,Triclinic,0
57233,1563514,60,Orthorhombic,2
57234,1563515,1,Triclinic,0
57235,1563516,14,Monoclinic,1
57236,1563517,2,Triclinic,0
57237,1563518,62,Orthorhombic,2
57238,1563519,62,Orthorhombic,2
57239,1563520,62,Orthorhombic,2
57240,1563521,62,Orthorhombic,2
57241,1563522,14,Monoclinic,1
57242,1563523,14,Monoclinic,1
57243,1563524,33,Orthorhombic,2
57244,1563525,9,Monoclinic,1
57245,1563526,33,Orthorhombic,2
57246,1563527,166,Trigonal,4
57247,1563528,36,Orthorhombic,2
57248,1563529,65,Orthorhombic,2
57249,1563530,129,Tetragonal,3
57250,1563531,19,Orthorhombic,2
57251,1563532,14,Monoclinic,1
57252,1563533,7,Monoclinic,1
57253,1563534,176,Hexagonal,5
57254,1563535,2,Triclinic,0
57255,1563536,2,Triclinic,0
57256,1563537,14,Monoclinic,1
57257,1563538,14,Monoclinic,1
57258,1563539,176,Hexagonal,5
57259,1563540,13,Monoclinic,1
57260,1563541,14,Monoclinic,1
57261,1563542,60,Orthorhombic,2
57262,1563543,62,Orthorhombic,2
57263,1563544,19,Orthorhombic,2
57264,1563545,14,Monoclinic,1
57265,1563546,15,Monoclinic,1
57266,1563547,15,Monoclinic,1
57267,1563548,147,Trigonal,4
57268,1563549,14,Monoclinic,1
57269,1563550,14,Monoclinic,1
57270,1563551,14,Monoclinic,1
57271,1563552,40,Orthorhombic,2
57272,1563553,14,Monoclinic,1
57273,1563554,14,Monoclinic,1
57274,1563555,2,Triclinic,0
57275,1563556,14,Monoclinic,1
57276,1563557,14,Monoclinic,1
57277,1563558,19,Orthorhombic,2
57278,1563559,19,Orthorhombic,2
57279,1563560,1,Triclinic,0
57280,1563561,139,Tetragonal,3
57281,1563562,150,Trigonal,4
57282,1563563,175,Hexagonal,5
57283,1563564,175,Hexagonal,5
57284,1563566,175,Hexagonal,5
57285,1563568,141,Tetragonal,3
57286,1563569,128,Tetragonal,3
57287,1563570,63,Orthorhombic,2
57288,1563571,139,Tetragonal,3
57289,1563572,55,Orthorhombic,2
57290,1563576,2,Triclinic,0
57291,1563577,14,Monoclinic,1
57292,1563578,2,Triclinic,0
57293,1563579,14,Monoclinic,1
57294,1563580,14,Monoclinic,1
57295,1563581,14,Monoclinic,1
57296,1563582,2,Triclinic,0
57297,1563583,88,Tetragonal,3
57298,1563584,88,Tetragonal,3
57299,1563585,88,Tetragonal,3
57300,1563586,176,Hexagonal,5
57301,1563587,176,Hexagonal,5
57302,1563588,15,Monoclinic,1
57303,1563589,167,Trigonal,4
57304,1563590,14,Monoclinic,1
57305,1563591,5,Monoclinic,1
57306,1563592,18,Orthorhombic,2
57307,1563593,5,Monoclinic,1
57308,1563594,2,Triclinic,0
57309,1563595,29,Orthorhombic,2
57310,1563596,29,Orthorhombic,2
57311,1563598,2,Triclinic,0
57312,1563599,29,Orthorhombic,2
57313,1563600,15,Monoclinic,1
57314,1563601,14,Monoclinic,1
57315,1563602,33,Orthorhombic,2
57316,1563603,19,Orthorhombic,2
57317,1563604,2,Triclinic,0
57318,1563605,2,Triclinic,0
57319,1563606,2,Triclinic,0
57320,1563607,180,Hexagonal,5
57321,1563609,14,Monoclinic,1
57322,1563610,15,Monoclinic,1
57323,1563611,14,Monoclinic,1
57324,1563612,14,Monoclinic,1
57325,1563613,2,Triclinic,0
57326,1563614,14,Monoclinic,1
57327,1563615,2,Triclinic,0
57328,1563616,14,Monoclinic,1
57329,1563617,2,Triclinic,0
57330,1563618,33,Orthorhombic,2
57331,1563619,2,Triclinic,0
57332,1563620,194,Hexagonal,5
57333,1563621,194,Hexagonal,5
57334,1563622,125,Tetragonal,3
57335,1563623,125,Tetragonal,3
57336,1563624,125,Tetragonal,3
57337,1563625,125,Tetragonal,3
57338,1563626,125,Tetragonal,3
57339,1563627,125,Tetragonal,3
57340,1563628,125,Tetragonal,3
57341,1563629,125,Tetragonal,3
57342,1563630,125,Tetragonal,3
57343,1563631,125,Tetragonal,3
57344,1563632,125,Tetragonal,3
57345,1563633,125,Tetragonal,3
57346,1563634,92,Tetragonal,3
57347,1563635,125,Tetragonal,3
57348,1563636,125,Tetragonal,3
57349,1563637,92,Tetragonal,3
57350,1563638,125,Tetragonal,3
57351,1563639,125,Tetragonal,3
57352,1563640,125,Tetragonal,3
57353,1563641,92,Tetragonal,3
57354,1563642,125,Tetragonal,3
57355,1563643,125,Tetragonal,3
57356,1563644,19,Orthorhombic,2
57357,1563645,14,Monoclinic,1
57358,1563646,14,Monoclinic,1
57359,1563648,62,Orthorhombic,2
57360,1563649,62,Orthorhombic,2
57361,1563650,62,Orthorhombic,2
57362,1563651,62,Orthorhombic,2
57363,1563652,62,Orthorhombic,2
57364,1563653,190,Hexagonal,5
57365,1563654,72,Orthorhombic,2
57366,1563655,63,Orthorhombic,2
57367,1563656,14,Monoclinic,1
57368,1563657,14,Monoclinic,1
57369,1563658,14,Monoclinic,1
57370,1563659,45,Orthorhombic,2
57371,1563660,2,Triclinic,0
57372,1563661,193,Hexagonal,5
57373,1563662,193,Hexagonal,5
57374,1563663,2,Triclinic,0
57375,1563664,2,Triclinic,0
57376,1563665,2,Triclinic,0
57377,1563666,14,Monoclinic,1
57378,1563667,2,Triclinic,0
57379,1563668,14,Monoclinic,1
57380,1563669,2,Triclinic,0
57381,1563670,167,Trigonal,4
57382,1563671,15,Monoclinic,1
57383,1563672,167,Trigonal,4
57384,1563673,12,Monoclinic,1
57385,1563674,14,Monoclinic,1
57386,1563675,61,Orthorhombic,2
57387,1563676,14,Monoclinic,1
57388,1563677,4,Monoclinic,1
57389,1563678,19,Orthorhombic,2
57390,1563686,6,Monoclinic,1
57391,1563687,6,Monoclinic,1
57392,1563688,6,Monoclinic,1
57393,1563689,71,Orthorhombic,2
57394,1563690,62,Orthorhombic,2
57395,1563691,33,Orthorhombic,2
57396,1563692,14,Monoclinic,1
57397,1563693,4,Monoclinic,1
57398,1563695,2,Triclinic,0
57399,1563696,2,Triclinic,0
57400,1563697,2,Triclinic,0
57401,1563698,14,Monoclinic,1
57402,1563699,14,Monoclinic,1
57403,1563700,127,Tetragonal,3
57404,1563701,147,Trigonal,4
57405,1563702,19,Orthorhombic,2
57406,1563703,33,Orthorhombic,2
57407,1563704,33,Orthorhombic,2
57408,1563705,33,Orthorhombic,2
57409,1563706,123,Tetragonal,3
57410,1563707,14,Monoclinic,1
57411,1563708,14,Monoclinic,1
57412,1563709,2,Triclinic,0
57413,1563710,15,Monoclinic,1
57414,1563711,14,Monoclinic,1
57415,1563712,4,Monoclinic,1
57416,1563716,2,Triclinic,0
57417,1563717,14,Monoclinic,1
57418,1563718,14,Monoclinic,1
57419,1563719,14,Monoclinic,1
57420,1563720,2,Triclinic,0
57421,1563721,13,Monoclinic,1
57422,1563722,15,Monoclinic,1
57423,1563723,2,Triclinic,0
57424,1563724,2,Triclinic,0
57425,1563725,56,Orthorhombic,2
57426,1563726,163,Trigonal,4
57427,1563727,15,Monoclinic,1
57428,1563729,14,Monoclinic,1
57429,1563730,128,Tetragonal,3
57430,1563731,14,Monoclinic,1
57431,1563732,176,Hexagonal,5
57432,1563733,139,Tetragonal,3
57433,1563734,139,Tetragonal,3
57434,1563737,186,Hexagonal,5
57435,1563738,186,Hexagonal,5
57436,1563739,186,Hexagonal,5
57437,1563740,186,Hexagonal,5
57438,1563741,4,Monoclinic,1
57439,1563742,4,Monoclinic,1
57440,1563743,4,Monoclinic,1
57441,1563744,5,Monoclinic,1
57442,1563745,4,Monoclinic,1
57443,1563746,19,Orthorhombic,2
57444,1563747,4,Monoclinic,1
57445,1563748,2,Triclinic,0
57446,1563749,14,Monoclinic,1
57447,1563750,1,Triclinic,0
57448,1563751,2,Triclinic,0
57449,1563755,15,Monoclinic,1
57450,1563756,14,Monoclinic,1
57451,1563757,2,Triclinic,0
57452,1563758,73,Orthorhombic,2
57453,1563759,61,Orthorhombic,2
57454,1563760,2,Triclinic,0
57455,1563761,220,Cubic,6
57456,1563762,220,Cubic,6
57457,1563763,14,Monoclinic,1
57458,1563764,14,Monoclinic,1
57459,1563766,180,Hexagonal,5
57460,1563769,36,Orthorhombic,2
57461,1563770,36,Orthorhombic,2
57462,1563771,36,Orthorhombic,2
57463,1563772,36,Orthorhombic,2
57464,1563773,36,Orthorhombic,2
57465,1563774,62,Orthorhombic,2
57466,1563775,11,Monoclinic,1
57467,1563776,26,Orthorhombic,2
57468,1563777,62,Orthorhombic,2
57469,1563778,9,Monoclinic,1
57470,1563779,227,Cubic,6
57471,1563780,192,Hexagonal,5
57472,1563782,19,Orthorhombic,2
57473,1563783,2,Triclinic,0
57474,1563784,15,Monoclinic,1
57475,1563785,2,Triclinic,0
57476,1563786,61,Orthorhombic,2
57477,1563787,19,Orthorhombic,2
57478,1563788,123,Tetragonal,3
57479,1563789,194,Hexagonal,5
57480,1563790,60,Orthorhombic,2
57481,1563791,2,Triclinic,0
57482,1563792,70,Orthorhombic,2
57483,1563793,2,Triclinic,0
57484,1563794,14,Monoclinic,1
57485,1563795,2,Triclinic,0
57486,1563796,15,Monoclinic,1
57487,1563797,14,Monoclinic,1
57488,1563798,14,Monoclinic,1
57489,1563800,14,Monoclinic,1
57490,1563801,14,Monoclinic,1
57491,1563802,19,Orthorhombic,2
57492,1563803,14,Monoclinic,1
57493,1563804,14,Monoclinic,1
57494,1563805,14,Monoclinic,1
57495,1563806,14,Monoclinic,1
57496,1563807,14,Monoclinic,1
57497,1563808,14,Monoclinic,1
57498,1563809,19,Orthorhombic,2
57499,1563810,148,Trigonal,4
57500,1563811,7,Monoclinic,1
57501,1563812,60,Orthorhombic,2
57502,1563813,15,Monoclinic,1
57503,1563814,4,Monoclinic,1
57504,1563815,19,Orthorhombic,2
57505,1563816,14,Monoclinic,1
57506,1563817,2,Triclinic,0
57507,1563818,2,Triclinic,0
57508,1563819,61,Orthorhombic,2
57509,1563820,18,Orthorhombic,2
57510,1563821,19,Orthorhombic,2
57511,1563822,19,Orthorhombic,2
57512,1563823,2,Triclinic,0
57513,1563824,145,Trigonal,4
57514,1563825,145,Trigonal,4
57515,1563826,4,Monoclinic,1
57516,1563827,19,Orthorhombic,2
57517,1563828,88,Tetragonal,3
57518,1563829,14,Monoclinic,1
57519,1563830,19,Orthorhombic,2
57520,1563831,145,Trigonal,4
57521,1563832,2,Triclinic,0
57522,1563833,4,Monoclinic,1
57523,1563834,14,Monoclinic,1
57524,1563835,14,Monoclinic,1
57525,1563836,14,Monoclinic,1
57526,1563837,2,Triclinic,0
57527,1563838,96,Tetragonal,3
57528,1563839,14,Monoclinic,1
57529,1563840,2,Triclinic,0
57530,1563841,92,Tetragonal,3
57531,1563842,18,Orthorhombic,2
57532,1563843,2,Triclinic,0
57533,1563844,5,Monoclinic,1
57534,1563845,2,Triclinic,0
57535,1563846,33,Orthorhombic,2
57536,1563847,15,Monoclinic,1
57537,1563848,2,Triclinic,0
57538,1563849,2,Triclinic,0
57539,1563850,2,Triclinic,0
57540,1563851,2,Triclinic,0
57541,1563852,15,Monoclinic,1
57542,1563853,15,Monoclinic,1
57543,1563854,15,Monoclinic,1
57544,1563855,15,Monoclinic,1
57545,1563856,15,Monoclinic,1
57546,1563857,43,Orthorhombic,2
57547,1563858,70,Orthorhombic,2
57548,1563859,19,Orthorhombic,2
57549,1563860,14,Monoclinic,1
57550,1563861,19,Orthorhombic,2
57551,1563862,19,Orthorhombic,2
57552,1563863,2,Triclinic,0
57553,1563864,2,Triclinic,0
57554,1563865,4,Monoclinic,1
57555,1563866,15,Monoclinic,1
57556,1563867,14,Monoclinic,1
57557,1563868,61,Orthorhombic,2
57558,1563869,4,Monoclinic,1
57559,1563870,2,Triclinic,0
57560,1563871,14,Monoclinic,1
57561,1563872,14,Monoclinic,1
57562,1563873,14,Monoclinic,1
57563,1563874,14,Monoclinic,1
57564,1563875,2,Triclinic,0
57565,1563876,14,Monoclinic,1
57566,1563877,2,Triclinic,0
57567,1563878,15,Monoclinic,1
57568,1563879,15,Monoclinic,1
57569,1563880,2,Triclinic,0
57570,1563881,2,Triclinic,0
57571,1563882,2,Triclinic,0
57572,1563883,2,Triclinic,0
57573,1563884,14,Monoclinic,1
57574,1563885,2,Triclinic,0
57575,1563886,15,Monoclinic,1
57576,1563887,14,Monoclinic,1
57577,1563888,15,Monoclinic,1
57578,1563889,2,Triclinic,0
57579,1563890,15,Monoclinic,1
57580,1563891,15,Monoclinic,1
57581,1563892,4,Monoclinic,1
57582,1563893,2,Triclinic,0
57583,1563895,4,Monoclinic,1
57584,1563896,14,Monoclinic,1
57585,1563897,14,Monoclinic,1
