ID,space_group
4026520,19
4026521,5
4026522,4
4026523,29
4026524,4
4026525,14
4026526,14
4026527,14
4026528,2
4026530,61
4026531,15
4026532,15
4026533,1
4026534,19
4026535,2
4026536,14
4026537,2
4026538,14
4026539,15
4026540,2
4026541,14
4026542,4
4026543,15
4026544,2
4026545,2
4026546,14
4026550,19
4026551,19
4026552,5
4026553,4
4026554,5
4026555,78
4026556,19
4026557,146
4026558,4
4026559,4
4026560,19
4026561,19
4026562,61
4026563,2
4026564,2
4026565,4
4026566,86
4026567,2
4026568,14
4026569,2
4026570,14
4026571,19
4026572,19
4026573,2
4026574,2
4026575,19
4026576,19
4026577,4
4026578,19
4026579,5
4026580,5
4026581,14
4026582,19
4026583,2
4026584,61
4026585,14
4026586,14
4026588,14
4026589,14
4026590,13
4026591,15
4026592,4
4026593,14
4026594,14
4026595,19
4026596,2
4026597,33
4026598,15
4026599,2
4026600,14
4026601,14
4026602,4
4026603,4
4026604,2
4026605,14
4026606,9
4026607,2
4026608,2
4026609,14
4026610,4
4026611,4
4026612,7
4026613,61
4026614,2
4026615,2
4026616,2
4026617,2
4026618,14
4026619,14
4026620,14
4026621,15
4026622,14
4026623,14
4026624,14
4026625,14
4026626,19
4026627,78
4026628,14
4026629,14
4026630,14
4026631,2
4026632,19
4026633,2
4026634,33
4026635,14
4026636,14
4026637,15
4026638,15
4026639,15
4026640,15
4026641,88
4026642,14
4026643,33
4026644,61
4026645,4
4026646,4
4026647,14
4026648,19
4026649,33
4026650,14
4026651,4
4026652,1
4026653,15
4026654,15
4026655,2
4026656,2
4026657,14
4026658,14
4026659,14
4026660,29
4026661,14
4026662,4
4026663,14
4026664,14
4026665,4
4026666,2
4026667,19
4026668,2
4026669,33
4026670,19
4026671,19
4026672,14
4026673,2
4026674,15
4026675,14
4026676,14
4026677,2
4026678,15
4026679,19
4026680,19
4026681,4
4026682,4
4026683,15
4026684,14
4026685,14
4026686,14
4026687,14
4026688,14
4026689,14
4026690,14
4026691,14
4026692,2
4026693,19
4026694,2
4026695,14
4026696,14
4026697,14
4026698,4
4026699,152
4026700,19
4026701,19
4026702,4
4026703,2
4026704,14
4026705,2
4026706,14
4026707,14
4026708,1
4026709,14
4026710,14
4026711,14
4026712,2
4026713,14
4026714,2
4026715,14
4026716,5
4026717,2
4026718,4
4026719,2
4026720,14
4026721,14
4026722,15
4026723,19
4026724,2
4026725,4
4026726,2
4026727,19
4026728,15
4026729,15
4026730,2
4026731,15
4026732,15
4026733,14
4026734,14
4026735,9
4026736,14
4026737,15
4026738,19
4026739,9
4026740,2
4026741,15
4026742,15
4026743,14
4026744,19
4026745,15
4026746,19
4026747,14
4026748,161
4026749,94
4026750,19
4026751,19
4026752,14
4026753,14
4026754,2
4026755,15
4026756,9
4026757,4
4026758,19
4026759,13
4026760,4
4026761,19
4026762,20
4026763,19
4026764,14
4026765,14
4026766,19
4026767,96
4026768,19
4026769,29
4026770,14
4026771,14
4026772,14
4026773,14
4026774,14
4026775,4
4026776,2
4026777,4
4026778,15
4026779,15
4026780,106
4026781,14
4026782,2
4026783,14
4026784,14
4026785,14
4026786,32
4026787,2
4026788,14
4026789,4
4026790,4
4026791,19
4026792,19
4026793,2
4026794,19
4026795,61
4026796,2
4026797,14
4026798,14
4026799,19
4026800,4
4026801,4
4026802,2
4026803,14
4026804,14
4026805,2
4026806,14
4026807,9
4026808,2
4026809,2
4026810,14
4026811,14
4026812,148
4026813,15
4026814,15
4026815,14
4026816,60
4026817,62
4026818,14
4026819,2
4026820,33
4026821,29
4026822,5
4026823,4
4026824,19
4026825,9
4026826,14
4026827,9
4026828,15
4026829,14
4026830,19
4026831,4
4026832,4
4026833,4
4026834,14
4026835,14
4026836,2
4026837,2
4026838,2
4026839,15
4026840,14
4026841,19
4026842,148
4026843,14
4026844,61
4026845,2
4026846,19
4026847,14
4026848,14
4026849,19
4026850,4
4026851,19
4026852,14
4026853,7
4026855,2
4026856,14
4026857,2
4026858,2
4026859,43
4026860,14
4026861,14
4026862,4
4026863,146
4026864,14
4026865,14
4026866,13
4026867,19
4026868,5
4026869,19
4026870,61
4026871,2
4026872,2
4026873,85
4026874,14
4026875,62
4026876,34
4026878,14
4026879,2
4026880,14
4026881,4
4026882,14
4026883,14
4026884,2
4026885,14
4026886,2
4026887,14
4026888,14
4026889,14
4026890,14
4026891,4
4026892,14
4026893,2
4026894,2
4026895,4
4026896,14
4026897,14
4026898,2
4026899,33
4026900,2
4026901,14
4026902,56
4026903,2
4026904,2
4026905,14
4026906,4
4026907,2
4026908,2
4026909,2
4026910,15
4026911,14
4026912,14
4026913,5
4026914,14
4026915,2
4026916,2
4026917,14
4026918,2
4026919,14
4026920,2
4026921,15
4026922,14
4026923,14
4026924,2
4026925,19
4026926,2
4026927,62
4026928,4
4026929,13
4026930,147
4026931,2
4026932,147
4026933,147
4026934,147
4026935,4
4026936,19
4026937,61
4026938,29
4026939,14
4026940,78
4026941,19
4026942,1
4026943,33
4026944,19
4026945,19
4026946,19
4026947,19
4026948,61
4026949,15
4026950,14
4026951,14
4026952,19
4026953,14
4026954,14
4026955,14
4026956,14
4026957,2
4026958,19
4026959,14
4026960,14
4026961,14
4026962,14
4026963,14
4026964,56
4026965,4
4026966,14
4026967,14
4026968,2
4026969,2
4026970,9
4026971,2
4026972,61
4026973,29
4026974,14
4026975,14
4026976,15
4026977,20
4026978,2
4026979,15
4026980,15
4026981,147
4026982,147
4026983,147
4026984,61
4026985,29
4026986,2
4026987,61
4026988,19
4026989,4
4026990,4
4026991,2
4026992,15
4026993,15
4026994,14
4026995,2
4026997,5
4026998,19
4026999,14
4027000,19
4027001,1
4027002,4
4027003,2
4027005,2
4027006,14
4027007,15
4027008,2
4027009,14
4027010,2
4027011,2
4027012,15
4027013,33
4027014,2
4027015,2
4027016,14
4027017,14
4027018,2
4027019,2
4027020,2
4027021,14
4027022,4
4027023,2
4027024,61
4027025,14
4027026,19
4027027,19
4027028,19
4027029,4
4027030,4
4027031,4
4027032,4
4027033,19
4027034,14
4027035,19
4027036,19
4027037,19
4027038,2
4027039,2
4027040,5
4027041,2
4027042,18
4027043,14
4027044,14
4027045,14
4027046,2
4027047,14
4027049,2
4027050,2
4027051,2
4027052,14
4027053,2
4027054,2
4027055,61
4027056,4
4027057,14
4027058,19
4027059,2
4027060,14
4027061,14
4027062,33
4027063,14
4027064,14
4027065,2
4027066,19
4027067,19
4027068,15
4027069,145
4027070,14
4027071,60
4027072,2
4027073,14
4027074,61
4027075,2
4027076,15
4027077,19
4027078,14
4027079,14
4027080,14
4027081,19
4027082,4
4027083,5
4027084,19
4027085,19
4027086,19
4027087,19
4027088,19
4027089,19
4027090,4
4027091,19
4027092,4
4027093,4
4027094,2
4027095,14
4027096,14
4027097,2
4027098,14
4027099,80
4027100,19
4027101,19
4027102,76
4027103,4
4027104,19
4027105,2
4027106,2
4027107,14
4027108,2
4027110,2
4027111,4
4027112,15
4027113,19
4027114,19
4027115,33
4027116,4
4027117,4
4027118,19
4027119,19
4027120,19
4027121,2
4027122,14
4027123,29
4027125,2
4027126,2
4027127,2
4027128,14
4027129,2
4027130,14
4027131,2
4027132,2
4027133,2
4027134,29
4027135,14
4027136,14
4027137,33
4027138,14
4027139,5
4027140,29
4027141,2
4027142,15
4027143,2
4027144,18
4027145,4
4027146,29
4027147,2
4027148,14
4027149,14
4027150,14
4027151,14
4027152,19
4027153,2
4027154,14
4027155,19
4027156,2
4027157,4
4027158,4
4027159,19
4027160,15
4027161,2
4027162,19
4027163,19
4027164,19
4027165,19
4027166,4
4027167,19
4027168,4
4027169,14
4027170,14
4027171,14
4027172,15
4027173,14
4027174,15
4027175,82
4027176,19
4027177,60
4027178,2
4027179,14
4027180,14
4027181,14
4027182,14
4027183,19
4027184,5
4027185,14
4027186,14
4027187,2
4027188,2
4027189,14
4027190,29
4027191,29
4027192,2
4027193,14
4027194,2
4027195,14
4027196,14
4027197,14
4027198,14
4027199,2
4027200,19
4027201,14
4027202,14
4027203,14
4027204,19
4027205,4
4027206,19
4027207,14
4027208,14
4027209,2
4027210,79
4027211,2
4027212,2
4027214,20
4027216,2
4027217,2
4027218,2
4027219,2
4027220,14
4027221,15
4027222,2
4027223,4
4027224,2
4027225,4
4027226,9
4027227,14
4027228,29
4027229,33
4027230,15
4027231,14
4027232,2
4027233,5
4027234,14
4027235,14
4027236,9
4027237,4
4027238,14
4027239,4
4027240,14
4027241,19
4027242,4
4027243,14
4027244,13
4027245,14
4027246,14
4027247,14
4027248,2
4027249,14
4027250,33
4027251,4
4027252,19
4027253,15
4027254,2
4027255,61
4027256,2
4027257,4
4027258,9
4027259,5
4027260,19
4027261,4
4027262,15
4027263,2
4027264,2
4027265,19
4027266,4
4027267,4
4027268,4
4027269,19
4027270,4
4027271,19
4027272,14
4027273,14
4027274,14
4027275,61
4027276,14
4027277,92
4027278,19
4027279,4
4027280,14
4027281,14
4027282,4
4027283,4
4027284,4
4027285,14
4027286,61
4027287,4
4027288,2
4027289,33
4027290,14
4027291,2
4027292,15
4027293,2
4027294,45
4027295,45
4027296,2
4027297,14
4027298,14
4027299,14
4027300,2
4027301,14
4027302,14
4027303,19
4027304,2
4027305,15
4027306,15
4027307,2
4027308,14
4027309,14
4027310,15
4027311,2
4027312,2
4027313,14
4027314,2
4027315,14
4027316,2
4027317,61
4027318,9
4027319,14
4027320,14
4027321,4
4027322,19
4027323,19
4027324,19
4027325,19
4027326,14
4027327,2
4027328,5
4027329,2
4027330,14
4027331,14
4027332,14
4027333,19
4027334,19
4027335,61
4027336,14
4027337,2
4027338,15
4027339,15
4027340,19
4027341,61
4027342,33
4027343,2
4027344,2
4027345,15
4027346,2
4027347,87
4027348,2
4027349,14
4027350,14
4027351,2
4027352,14
4027353,14
4027354,14
4027355,2
4027356,4
4027357,19
4027358,19
4027359,19
4027360,19
4027361,19
4027362,19
4027363,19
4027364,5
4027365,14
4027366,14
4027367,14
4027368,14
4027369,2
4027370,14
4027371,2
4027372,14
4027373,14
4027374,15
4027375,2
4027376,19
4027377,19
4027378,14
4027379,14
4027380,14
4027381,2
4027382,14
4027383,14
4027384,2
4027385,2
4027386,61
4027387,14
4027388,15
4027389,19
4027390,14
4027391,14
4027392,14
4027393,14
4027394,2
4027395,14
4027396,15
4027397,4
4027398,4
4027399,4
4027400,4
4027401,19
4027402,19
4027403,15
4027404,1
4027405,4
4027406,4
4027407,9
4027408,14
4027409,4
4027410,14
4027411,14
4027412,9
4027413,4
4027414,4
4027415,19
4027416,2
4027417,19
4027418,4
4027419,19
4027420,4
4027421,14
4027422,19
4027423,19
4027424,33
4027425,14
4027426,14
4027427,15
4027428,14
4027429,14
4027430,14
4027431,14
4027432,2
4027433,14
4027434,19
4027435,14
4027436,14
4027437,14
4027438,14
4027439,2
4027440,61
4027441,14
4027442,14
4027443,14
4027444,2
4027445,14
4027446,14
4027447,14
4027448,29
4027449,96
4027450,20
4027451,14
4027452,61
4027453,14
4027454,14
4027455,14
4027456,14
4027457,161
4027458,14
4027459,14
4027460,33
4027461,56
4027462,15
4027463,61
4027464,14
4027465,14
4027466,15
4027467,14
4027468,43
4027469,33
4027470,4
4027471,4
4027472,5
4027473,19
4027474,19
4027475,4
4027476,19
4027477,2
4027478,18
4027479,4
4027480,4
4027481,14
4027482,2
4027483,14
4027484,4
4027485,4
4027486,14
4027487,14
4027488,2
4027489,14
4027490,14
4027492,4
4027493,14
4027494,4
4027495,2
4027496,2
4027497,2
4027498,14
4027499,14
4027500,19
4027501,1
4027502,4
4027503,19
4027504,4
4027505,14
4027506,14
4027507,4
4027508,19
4027509,4
4027510,5
4027511,14
4027512,4
4027513,14
4027514,14
4027515,14
4027516,33
4027517,2
4027518,4
4027519,61
4027520,2
4027521,2
4027522,19
4027523,2
4027524,14
4027525,2
4027526,2
4027527,14
4027528,14
4027529,14
4027530,14
4027531,14
4027532,4
4027533,2
4027534,14
4027535,19
4027536,4
4027537,19
4027538,4
4027539,14
4027540,14
4027541,14
4027542,14
4027543,2
4027544,61
4027545,4
4027546,2
4027547,19
4027548,19
4027549,19
4027550,19
4027551,4
4027552,14
4027553,29
4027554,14
4027555,14
4027556,14
4027557,14
4027558,2
4027559,2
4027560,14
4027561,19
4027562,14
4027563,15
4027564,61
4027565,14
4027566,4
4027567,14
4027568,15
4027569,14
4027570,33
4027571,2
4027572,14
4027573,14
4027574,15
4027575,76
4027576,4
4027577,14
4027578,19
4027579,14
4027580,2
4027581,2
4027582,14
4027583,14
4027584,14
4027585,56
4027586,2
4027587,14
4027588,2
4027589,61
4027590,14
4027591,1
4027592,19
4027593,86
4027594,14
4027595,2
4027596,14
4027597,19
4027598,14
4027599,19
4027600,14
4027601,2
4027602,29
4027603,4
4027604,14
4027605,76
4027606,2
4027607,15
4027608,14
4027609,18
4027610,61
4027611,15
4027612,14
4027613,2
4027614,19
4027616,14
4027617,60
4027618,19
4027619,14
4027620,14
4027621,2
4027622,14
4027623,4
4027624,14
4027625,2
4027626,14
4027627,14
4027628,14
4027629,19
4027630,19
4027631,61
4027632,14
4027633,2
4027634,14
4027635,1
4027636,4
4027637,169
4027638,5
4027639,4
4027640,19
4027641,4
4027642,5
4027643,18
4027645,19
4027646,1
4027647,2
4027648,14
4027649,4
4027650,154
4027652,14
4027654,33
4027655,2
4027656,15
4027657,2
4027658,2
4027659,14
4027660,15
4027661,2
4027662,14
4027663,4
4027664,14
4027665,14
4027666,4
4027667,2
4027668,14
4027669,15
4027670,4
4027671,19
4027672,4
4027673,61
4027674,15
4027675,14
4027676,4
4027677,14
4027678,61
4027679,14
4027680,14
4027681,14
4027683,62
4027684,2
4027685,14
4027686,2
4027687,2
4027688,2
4027689,2
4027690,2
4027691,2
4027692,19
4027693,2
4027694,19
4027695,4
4027696,4
4027697,1
4027698,1
4027699,1
4027700,18
4027701,4
4027702,19
4027703,5
4027704,14
4027705,1
4027706,14
4027707,4
4027708,19
4027709,15
4027711,14
4027712,61
4027713,14
4027714,61
4027715,14
4027716,19
4027717,4
4027718,19
4027719,19
4027720,2
4027721,14
4027722,19
4027723,56
4027724,2
4027725,2
4027726,14
4027728,2
4027729,2
4027730,2
4027731,14
4027732,147
4027733,14
4027734,14
4027735,19
4027736,4
4027737,14
4027738,14
4027739,61
4027740,61
4027741,14
4027742,19
4027743,14
4027744,14
4027745,14
4027746,14
4027747,2
4027748,14
4027749,14
4027750,2
4027751,4
4027752,14
4027753,14
4027754,2
4027755,14
4027756,14
4027757,2
4027758,4
4027759,19
4027760,4
4027761,14
4027762,14
4027763,15
4027764,15
4027765,14
4027766,14
4027767,14
4027768,14
4027769,4
4027770,2
4027771,15
4027772,15
4027773,19
4027774,19
4027775,5
4027776,4
4027777,4
4027778,4
4027779,19
4027780,4
4027781,4
4027782,14
4027783,15
4027784,2
4027785,15
4027786,88
4027787,14
4027788,2
4027789,4
4027790,2
4027791,14
4027792,19
4027793,14
4027794,14
4027795,14
4027796,43
4027797,4
4027798,4
4027799,2
4027800,14
4027801,120
4027802,2
4027803,70
4027804,70
4027805,2
4027807,53
4027808,53
4027809,70
4027810,70
4027811,70
4027812,14
4027813,2
4027814,12
4027815,2
4027816,15
4027817,15
4027818,205
4027819,161
4027820,218
4027822,11
4027823,11
4027824,15
4027825,2
4027826,14
4027828,14
4027829,166
4027830,182
4027831,2
4027832,2
4027833,2
4027834,9
4027835,61
4027836,14
4027837,14
4027838,14
4027839,19
4027840,144
4027841,19
4027842,19
4027843,4
4027844,4
4027845,19
4027846,5
4027847,4
4027848,19
4027849,2
4027850,14
4027851,14
4027852,15
4027853,14
4027854,14
4027855,14
4027856,2
4027857,14
4027858,14
4027859,19
4027860,1
4027861,4
4027862,4
4027863,2
4027864,19
4027865,4
4027866,19
4027867,19
4027868,4
4027869,14
4027870,2
4027871,19
4027872,19
4027873,2
4027874,14
4027875,4
4027876,4
4027877,14
4027878,4
4027879,4
4027880,19
4027881,18
4027882,4
4027883,4
4027884,4
4027885,19
4027886,19
4027887,2
4027888,2
4027889,19
4027890,14
4027891,19
4027892,5
4027893,1
4027894,14
4027895,2
4027896,14
4027897,2
4027898,2
4027899,2
4027900,14
4027901,2
4027902,2
4027903,2
4027904,2
4027905,2
4027906,14
4027907,2
4027908,2
4027910,14
4027911,148
4027912,2
4027913,2
4027914,2
4027915,15
4027916,147
4027917,147
4027918,147
4027919,2
4027920,2
4027921,14
4027922,15
4027923,19
4027924,19
4027925,14
4027926,4
4027927,2
4027928,15
4027930,14
4027931,14
4027932,14
4027933,19
4027934,2
4027935,29
4027936,14
4027937,2
4027938,14
4027939,56
4027940,96
4027941,135
4027942,52
4027943,14
4027944,142
4027945,60
4027946,56
4027947,14
4027948,61
4027949,4
4027950,152
4027951,19
4027952,18
4027953,9
4027954,33
4027955,14
4027956,2
4027957,14
4027958,14
4027959,2
4027960,14
4027961,2
4027962,19
4027963,19
4027964,19
4027965,2
4027966,15
4027967,19
4027968,14
4027969,2
4027970,14
4027971,19
4027972,4
4027973,19
4027974,5
4027975,19
4027976,14
4027977,2
4027978,33
4027979,19
4027980,14
4027981,14
4027983,19
4027984,2
4027985,14
4027986,2
4027987,2
4027988,4
4027989,14
4027990,15
4027991,2
4027992,2
4027993,2
4027994,2
4027995,33
4027996,14
4027997,13
4027998,15
4027999,2
4028000,14
4028001,2
4028002,2
4028003,2
4028004,2
4028005,19
4028006,2
4028007,2
4028008,14
4028009,2
4028010,14
4028011,19
4028012,14
4028013,14
4028014,19
4028015,2
4028016,114
4028017,14
4028018,2
4028019,2
4028020,114
4028021,2
4028022,1
4028023,4
4028024,14
4028025,14
4028026,14
4028027,2
4028028,15
4028029,14
4028030,2
4028031,2
4028032,14
4028033,14
4028034,14
4028035,2
4028036,2
4028037,61
4028038,15
4028039,14
4028040,2
4028041,4
4028042,4
4028043,14
4028044,2
4028045,14
4028046,2
4028047,14
4028048,2
4028049,2
4028050,19
4028051,4
4028052,4
4028053,19
4028054,4
4028055,19
4028056,19
4028057,19
4028058,19
4028059,2
4028062,14
4028063,14
4028064,2
4028065,19
4028066,19
4028067,19
4028068,14
4028069,4
4028070,4
4028071,2
4028072,2
4028073,2
4028074,2
4028075,14
4028076,1
4028077,4
4028078,19
4028079,19
4028080,19
4028081,15
4028082,2
4028084,14
4028085,14
4028086,4
4028087,14
4028088,15
4028089,2
4028090,19
4028091,14
4028092,14
4028093,5
4028094,33
4028095,14
4028096,4
4028097,2
4028098,2
4028099,15
4028100,15
4028101,2
4028102,14
4028103,2
4028104,14
4028105,14
4028106,14
4028107,4
4028108,4
4028109,1
4028110,1
4028111,19
4028112,4
4028113,29
4028114,14
4028115,2
4028116,2
4028117,15
4028119,2
4028120,2
4028121,2
4028123,19
4028124,29
4028125,56
4028126,14
4028127,54
4028128,2
4028129,2
4028130,2
4028131,2
4028132,61
4028133,14
4028134,14
4028135,14
4028136,14
4028137,14
4028138,2
4028139,14
4028140,19
4028141,19
4028142,14
4028143,14
4028144,14
4028145,14
4028146,33
4028147,33
4028148,14
4028149,14
4028150,4
4028151,14
4028152,14
4028153,5
4028154,43
4028155,61
4028156,14
4028157,4
4028158,2
4028159,15
4028160,4
4028161,4
4028162,14
4028163,14
4028164,14
4028165,14
4028166,14
4028167,4
4028168,15
4028169,4
4028170,19
4028171,19
4028172,2
4028173,19
4028174,14
4028175,14
4028176,19
4028177,14
4028178,1
4028179,19
4028180,1
4028181,2
4028182,14
4028183,144
4028184,14
4028185,14
4028186,15
4028187,14
4028188,2
4028189,4
4028190,19
4028191,4
4028192,14
4028193,2
4028194,19
4028195,19
4028196,2
4028197,14
4028198,14
4028199,7
4028200,14
4028201,4
4028202,14
4028203,14
4028204,2
4028205,14
4028206,2
4028207,14
4028208,14
4028209,14
4028210,148
4028211,2
4028212,14
4028213,1
4028214,14
4028215,14
4028216,2
4028217,33
4028218,15
4028219,61
4028220,14
4028221,4
4028222,14
4028223,2
4028224,14
4028225,4
4028226,4
4028227,4
4028228,159
4028229,14
4028230,14
4028231,2
4028232,14
4028233,2
4028234,76
4028235,14
4028236,33
4028237,14
4028238,62
4028239,1
4028240,19
4028241,96
4028242,19
4028243,14
4028244,2
4028245,2
4028246,14
4028247,14
4028248,2
4028249,14
4028250,15
4028251,2
4028252,2
4028253,2
4028254,14
4028255,2
4028256,19
4028257,19
4028258,15
4028259,19
4028260,19
4028261,19
4028262,2
4028263,2
4028264,14
4028265,2
4028266,14
4028267,14
4028268,14
4028269,14
4028270,14
4028271,14
4028272,4
4028273,19
4028274,4
4028275,4
4028276,2
4028277,14
4028278,2
4028279,2
4028280,4
4028282,14
4028283,2
4028284,60
4028285,43
4028286,2
4028287,2
4028288,14
4028289,2
4028290,14
4028291,14
4028292,2
4028293,14
4028294,19
4028295,14
4028296,14
4028297,14
4028298,4
4028299,14
4028300,2
4028301,4
4028302,4
4028303,19
4028304,2
4028305,14
4028306,14
4028307,14
4028308,14
4028309,15
4028310,4
4028311,14
4028312,14
4028313,14
4028314,14
4028315,2
4028316,5
4028317,14
4028318,2
4028319,19
4028320,19
4028321,14
4028322,14
4028323,2
4028324,19
4028325,14
4028326,62
4028327,14
4028328,4
4028329,4
4028330,4
4028331,60
4028332,2
4028333,14
4028334,2
4028335,2
4028336,14
4028337,12
4028338,61
4028339,14
4028340,2
4028341,9
4028342,14
4028343,14
4028344,2
4028345,14
4028346,19
4028347,4
4028348,4
4028349,14
4028350,4
4028351,2
4028352,2
4028353,2
4028354,14
4028355,2
4028356,14
4028357,14
4028358,14
4028359,14
4028360,14
4028361,2
4028362,2
4028363,15
4028364,2
4028365,14
4028366,14
4028367,4
4028368,19
4028369,19
4028370,15
4028371,14
4028372,2
4028373,61
4028374,14
4028375,2
4028376,2
4028377,61
4028378,15
4028379,19
4028380,14
4028381,14
4028382,14
4028383,41
4028384,9
4028385,19
4028386,154
4028387,14
4028388,9
4028389,14
4028390,2
4028391,14
4028392,4
4028393,19
4028394,96
4028395,4
4028396,2
4028397,2
4028398,14
4028399,2
4028400,14
4028401,14
4028402,4
4028403,118
4028404,43
4028405,1
4028407,14
4028408,4
4028409,4
4028410,2
4028411,14
4028412,19
4028413,19
4028414,4
4028415,19
4028416,18
4028417,19
4028418,4
4028419,19
4028420,4
4028421,4
4028422,4
4028423,4
4028424,4
4028425,2
4028426,2
4028427,14
4028428,14
4028429,14
4028430,14
4028431,2
4028432,13
4028433,4
4028434,19
4028435,19
4028436,4
4028437,5
4028438,9
4028439,2
4028440,14
4028441,2
4028442,2
4028443,14
4028444,60
4028445,14
4028446,2
4028447,4
4028448,14
4028449,14
4028450,15
4028451,15
4028452,2
4028453,14
4028454,2
4028455,14
4028456,4
4028457,19
4028458,14
4028459,14
4028460,14
4028461,4
4028462,2
4028463,15
4028464,14
4028465,14
4028466,14
4028467,14
4028468,2
4028469,7
4028471,14
4028472,14
4028473,2
4028474,1
4028475,5
4028476,19
4028477,19
4028478,19
4028479,19
4028480,4
4028481,14
4028482,14
4028483,19
4028484,19
4028485,4
4028486,14
4028487,14
4028488,2
4028489,14
4028490,61
4028491,19
4028492,4
4028493,33
4028494,4
4028495,33
4028496,14
4028497,61
4028498,14
4028499,14
4028500,2
4028501,14
4028502,2
4028503,2
4028504,4
4028505,4
4028506,19
4028507,41
4028508,14
4028509,61
4028510,1
4028511,14
4028512,14
4028513,14
4028514,2
4028515,14
4028516,2
4028517,14
4028518,2
4028519,2
4028520,2
4028521,4
4028522,2
4028523,14
4028524,2
4028525,2
4028526,4
4028527,14
4028528,4
4028529,19
4028530,1
4028531,14
4028532,14
4028533,2
4028535,19
4028536,19
4028537,19
4028538,14
4028539,14
4028540,61
4028541,14
4028542,61
4028543,2
4028544,2
4028545,33
4028546,18
4028547,14
4028548,14
4028549,4
4028550,4
4028551,61
4028552,60
4028553,15
4028554,14
4028555,2
4028556,2
4028557,2
4028558,2
4028559,2
4028560,2
4028561,2
4028562,2
4028563,14
4028564,14
4028565,14
4028566,33
4028567,14
4028568,148
4028569,2
4028570,61
4028571,14
4028572,4
4028573,19
4028574,33
4028575,14
4028576,14
4028577,2
4028578,15
4028579,2
4028581,14
4028582,2
4028583,2
4028584,33
4028585,14
4028586,14
4028587,15
4028588,2
4028589,19
4028590,19
4028591,19
4028592,4
4028593,4
4028594,2
4028595,14
4028596,14
4028597,4
4028598,14
4028599,19
4028600,14
4028601,19
4028602,4
4028603,4
4028604,4
4028605,19
4028606,61
4028607,19
4028608,19
4028609,19
4028610,19
4028611,19
4028612,19
4028613,4
4028614,19
4028615,19
4028616,1
4028618,2
4028619,14
4028620,15
4028621,14
4028622,2
4028623,4
4028624,5
4028625,14
4028626,19
4028627,14
4028628,170
4028629,19
4028630,14
4028631,33
4028632,4
4028633,4
4028634,4
4028635,19
4028636,14
4028637,1
4028638,2
4028639,2
4028640,14
4028641,2
4028642,2
4028643,2
4028644,2
4028645,2
4028646,2
4028647,14
4028648,14
4028649,14
4028650,2
4028651,61
4028652,14
4028653,19
4028654,19
4028655,2
4028656,4
4028657,4
4028658,2
4028659,14
4028660,14
4028661,4
4028662,19
4028663,19
4028664,4
4028665,29
4028666,2
4028667,14
4028668,2
4028669,2
4028670,14
4028671,14
4028672,2
4028673,15
4028674,19
4028675,114
4028676,2
4028677,14
4028678,1
4028679,2
4028680,2
4028681,2
4028682,2
4028683,14
4028684,4
4028685,19
4028686,14
4028687,14
4028688,2
4028689,2
4028690,14
4028691,14
4028692,14
4028693,14
4028694,14
4028695,61
4028696,14
4028697,19
4028698,2
4028699,9
4028700,2
4028701,14
4028702,14
4028703,14
4028704,14
4028705,14
4028706,78
4028707,4
4028708,4
4028709,1
4028710,4
4028711,4
4028712,19
4028713,19
4028714,4
4028715,19
4028716,14
4028717,14
4028718,14
4028719,14
4028720,14
4028721,14
4028722,2
4028723,1
4028724,2
4028725,1
4028726,14
4028727,2
4028728,19
4028729,2
4028730,14
4028731,18
4028732,14
4028733,4
4028734,61
4028735,1
4028736,4
4028737,14
4028738,217
4028739,14
4028740,2
4028741,5
4028743,4
4028744,14
4028745,14
4028746,14
4028747,33
4028748,96
4028749,1
4028750,4
4028751,5
4028752,4
4028753,4
4028754,2
4028755,2
4028756,2
4028757,19
4028758,1
4028759,2
4028760,2
4028761,15
4028762,14
4028763,2
4028764,14
4028765,18
4028766,19
4028767,19
4028768,14
4028769,2
4028770,19
4028771,4
4028772,14
4028773,15
4028774,92
4028775,14
4028776,2
4028777,14
4028778,14
4028779,14
4028780,14
4028781,15
4028782,2
4028783,2
4028784,15
4028785,2
4028786,2
4028787,56
4028788,14
4028789,14
4028790,61
4028791,15
4028792,14
4028793,4
4028794,2
4028795,19
4028796,14
4028797,15
4028798,14
4028799,14
4028800,15
4028801,2
4028802,2
4028803,14
4028804,19
4028805,4
4028806,2
4028807,14
4028808,15
4028809,19
4028810,9
4028811,14
4028812,14
4028813,14
4028814,2
4028815,2
4028816,2
4028817,14
4028818,14
4028819,2
4028820,154
4028821,96
4028822,14
4028823,14
4028824,14
4028825,14
4028826,14
4028827,2
4028828,2
4028829,15
4028830,4
4028832,19
4028834,1
4028835,15
4028836,1
4028837,14
4028838,88
4028839,14
4028840,15
4028841,15
4028842,14
4028843,14
4028844,14
4028845,14
4028846,2
4028847,79
4028848,4
4028849,4
4028850,4
4028851,4
4028852,14
4028853,19
4028854,15
4028855,2
4028856,14
4028857,2
4028858,14
4028859,14
4028860,14
4028861,14
4028862,14
4028863,14
4028864,14
4028865,2
4028866,14
4028867,14
4028868,14
4028869,2
4028870,14
4028871,14
4028872,19
4028873,2
4028874,14
4028875,2
4028876,15
4028877,14
4028878,19
4028879,78
4028880,5
4028881,4
4028882,14
4028883,4
4028884,1
4028885,2
4028886,61
4028887,14
4028888,14
4028890,5
4028891,15
4028892,14
4028893,2
4028894,15
